title,company,link,description,location,date_added,job_type,salary,apply_text,status,date_posted
Enterprise Data and AI/ML Architect (Strong E-commerce and Retails Experience needed),Anveta Inc,https://www.dice.com/job-detail/c70c273c-1807-4a06-9e37-f0da87d00495,"Position: Enterprise Data and AI/ML Architect Address: 350 Mission St, 5th Floor, San Francisco, CA 94105, United States (US) Position Type: 6+ Months Contract to Hire As an Enterprise Data and AI/ML Architect, you will be responsible to lead the architecture and design of Data Platform and leverage it for AI/ML solutions. Reporting to the Director, Architecture you will: Lead the Architecture and design of business and tech initiatives related to Data Platforms and its use in AI/ML across diff","Hybrid in San Francisco, California",2025-05-24 00:00:00,Contract,$80+,Easy Apply,Pending,4d ago
AI&ML Developer -Only Local -F2F Interview,Anagha Techno Soft,https://www.dice.com/job-detail/3ffb8256-bf29-4b47-99e9-31015c163a51,"Title: Sr. Developer - AI&MLLocation: Atlanta, GA/ Minneapolis, MN Duration: 12 Months Only Local Candidates - F2F Interviews Skills: STRONG AI SKILLSSOFTWARE ENGINEER EXPERIENCEAWS EXPERIENCE NOT JUST UNDERSTANDINGDEVELOPMENT AND DEPLOYMENT EXPERIENCEGOOD UNDERSTANIDNG OF AI TECHNIQUESCAN DEPLOY THE MODELSAWS BEDROCKSLLMS KNOWLEDGE BASE FOR BOTH AWS AND LLMSCDK EXPERIENCE AND UNDERSTANDING AS WELL AS CDK DEPLOYMENTGREAT AI ECHO SYSTEMS EXPERIENCEEND TO END EXPERIENCE NOT JUST UNDERSTANDING Qual","Atlanta, Georgia",2025-05-24 00:00:00,"Contract, Third Party",Depends on Experience,Easy Apply,Pending,Yesterday
AI/ML Engineer,Kollasoft Inc.,https://www.dice.com/job-detail/5717fdb1-7bbe-4b39-a49f-98a0609e03f4,"Job Title : AI/ML Engineering Senior Advisor Job Location : Deerfield, IL - Hybrid - 3 days/week Key Technology : Python, TensorFlow, PyTorch, Keras, OpenCV, DVC, MLflow, Git, CI/CD What You Will Do: Work on ML Solution for RxQuality for MFC ProjectRequired Skills: Required: 7+ years of hands-on experience in applied machine learning, deep learning, and AI system deploymentStrong Python engineering background with ML/DL frameworks: TensorFlow, PyTorch, Keras, OpenCVProven experience in Computer",Remote,2025-05-24 00:00:00,Contract,Depends on Experience,Easy Apply,Pending,Yesterday
Software Engineer - AI/ML,"Radiant System, Inc",https://www.dice.com/job-detail/3072edb4-a456-409f-807d-97c501f0befd,"Title: Software Engineer - AI Location: : 100% REMOTE Duration: 12+ months Job Summary Software Engineer Develop an Internal AI Platform for SPRiTEs GPT to save time for Dropboxers writing feedback and managers writing reviews. This AI tool will seamlessly integrate with our HC system, facilitating managers in summarizing the impact and feedback derived from existing data within Workday. Additionally, the platform will allow both managers and employees to explore our career frameworks, enabling",Remote,2025-05-24 00:00:00,Contract,$50 - $60,Easy Apply,Pending,Yesterday
GenAI Solutions Engineer,Enexus Global,https://www.dice.com/job-detail/dd18c081-a7d5-444c-a66c-59b23fd123e7,"Role: GenAI Solutions Engineer Remote Experience: 12+ Tax Terms: W2 / C2C Skills: GenAI, RAG, LLM, Full Stack Development Translating AI capabilities into business value requires a technically versatile engineer who can bridge the gap between complex AI models and practical applications. This implementation-oriented full-stack role combines software engineering expertise with specialized knowledge of how to efficiently leverage data sources, LLMs, and AI agents in production environments to de",Remote or California,2025-05-24 00:00:00,Contract,,Easy Apply,Pending,Yesterday
Machine Learning Engineer / AI Engineer,Kforce Technology Staffing,https://www.dice.com/job-detail/b69803c7-c756-4347-853f-de57ed421d3f,"RESPONSIBILITIES: Kforce has a client in Minneapolis, MN that is seeking a Machine Learning Engineer/AI Engineer who is responsible for developing, implementing and maintaining knowledge-based or artificial intelligence application systems. The Machine Learning Engineer/AI Engineer should ensure that information is converted into a format that is digestible and easy for end users to access the information and utilize it optimally REQUIREMENTS: * 3-5 years of experience with the Lumenova tool *","Remote or Minneapolis, Minnesota",2025-05-16,Contract,$70.00 - $80.89 hourly,Apply Now,Pending,Today
Lead Data Engineer,BCforward,https://www.dice.com/job-detail/a6bac144-87cc-44c4-a887-7f8c918ca0f2,"Lead Data Engineer BCforward is currently seeking a highly motivated Lead Data Engineer for an opportunity in Minneapolis, MN Location! Position Title: Lead Data Engineer Location: Minneapolis, MN Anticipated Start Date: 10/1/2024 Please note this is the target date and is subject to change. BCforward will send official notice ahead of a confirmed start date. Expected Duration: 6+Months Job Type: Full Time (>=40 HRS WEEKLY) - Hybrid Pay Range: $65/hr - $95/hr Please note that actual co","Eagan, Minnesota",2025-05-16 00:00:00,Contract,$65.00 - $95.00 per hour,Apply Now,Pending,Today
Data Scientist IV,West Coast Consulting LLC,https://www.dice.com/job-detail/78783c53-e097-405c-b855-2f10d0474d9b,"Job Description Data Scientist IV Remote, California As a data scientist working on their core experience, you will uncover insights on how users consume content and engage across our main surfaces, and partner with product and engineering teams to find opportunities to improve the user experience. Main job duties include: Creating reporting dashboards for product and engineering partners to understand topline metrics movements and deep dive into specific areas of interest Analyzing experiment",California,2025-05-21 00:00:00,Contract,USD 55.00 - 62.00 per hour,Apply Now,Pending,Today
Data Engineer,Kforce Technology Staffing,https://www.dice.com/job-detail/5c86c869-8b4c-4573-9af5-d95668532d92,"RESPONSIBILITIES: Kforce has a client in Plano, TX that is in search of a talented Data Engineer to help design and implement next-gen data architecture and infrastructure. In this role, the Data Engineer will work on end-to-end ETL and streaming data solutions, ingesting, transforming, and delivering high-quality data that powers analytics and decision-making across a forward-thinking enterprise. Responsibilities: * Design and implement end-to-end ETL pipelines integrating diverse data sources","Plano, Texas",2025-05-16 00:00:00,Contract,$35 - $40 hourly,Apply Now,Pending,Today
Data Engineer,Kforce Technology Staffing,https://www.dice.com/job-detail/e26d1eac-5a84-455b-8d4b-cb44ce377753,"RESPONSIBILITIES: Kforce has a client that is seeking a Data Engineer in Westlake, TX. Responsibilities: * Data Engineer will design and develop data lake, data warehouse, and reporting solutions to support business needs * Build and optimize ETL/ELT pipelines for structured and semi-structured data * Collaborate with stakeholders to understand data requirements and translate them into scalable solutions * Work with cloud platforms (preferably AWS) and database technologies including Snowflake","Westlake, Texas",2025-05-19 00:00:00,Contract,$65 - $75 hourly,Apply Now,Pending,Yesterday
Data Engineer - Informatica/Snap logic,Kforce Technology Staffing,https://www.dice.com/job-detail/b1215095-83a9-477c-88a1-3cd069cfd117,"RESPONSIBILITIES: Kforce has a client in Westlake, TX that is seeking a Data Engineer - Informatica/Snap logic. REQUIREMENTS: * Bachelor's degree in Information Systems, Computer Science or Business-related field * 6 to 9 years of experience in software delivery, with at least 3 years leading complex IT projects/initiatives * Strong Database Engineer with Snap logic/Informatica experience * Experience in writing complex Stored Procedures and Queries * Experience with Oracle, MS-SQL * Experience","Westlake, Texas",2025-05-21 00:00:00,Contract,$63 - $73 hourly,Apply Now,Pending,Today
AI Developer,Eliassen Group,https://www.dice.com/job-detail/a1f94adb-8156-47b1-a09c-fd3eb2094df2,"Description: Join our dynamic End User Services team as a Mid-Level AI Engineer, where you'll play a pivotal role in developing and implementing cutting-edge AI solutions using Microsoft 365 Copilot, Copilot Studio, and Azure AI Studio. This is an exciting opportunity to contribute to our enterprise-wide AI initiatives and help us maximize the value of our AI investments. We can facilitate w2 and corp-to-corp consultants. For our w2 consultants, we offer a great benefits package that includes",Remote,2025-05-16,Contract,,Apply Now,Pending,Today
Conversational AI Engineer AI Azure Cognitive Services CLU,Tech Pro Inc.,https://www.dice.com/job-detail/9200e462-c411-42b5-8e29-073681eeec89,"send your resume directly to my email kumar @ techpro-inc . com with Subject: Applying from Dice (only this line) OR click on Apply now Conversational AI Engineer to develop and optimize AI-driven chatbots and voice assistants using Azure Bot Framework and Conversational Language Understanding (CLU). This role involves fine-tuning post-transcription chatbot interactions, improving model performance, and ensuring seamless integration with voice-based platforms. The ideal candidate will have e",Remote,2025-05-19 00:00:00,Contract,Depends on Experience,Apply Now,Pending,Today
AI Engineer,Thoughtwave Software and Solutions,https://www.dice.com/job-detail/5a2a8af4-c9ae-4b00-bf2b-bea716df4711,"Position: AI Engineer (Beeline ID: 185357-1) Duration: 12+ months Locations: Charlotte NC, Dallas TX, St. Louis MO, Minneapolis MN hybrid 3x per week onsite Must Haves: -need to have AI experience - does not want anyone that just does chatbot -wants them to have a breadth of exp with AI -they are using a AI product from a company called Tachyon; they are also exploring a product from a company called DeepSeek -role will be focused on creating solutions, design, architecture, implementation,",Illinois,2025-05-16 00:00:00,Contract,0.0,Apply Now,Pending,9d ago
Lead Data Scientist (PhD) - Intelligent Forecast Application,AlgebraIT,https://www.dice.com/job-detail/c061b8c4-6228-4652-808a-05c4f16806a1,"Hi, Hope you are doing well. Below is the Job Description, kindly go through it and please let me know if you are interested. Job Title: Lead Data Scientist (PhD) - Intelligent Forecast Application Duration: 12 Months (Possible Extension) Location: Plano, TX (Onsite) (Client requested for in person interview) Client Feedback: PhD in Data Science, Computer Science (Relevant to Data Science), Applied Mathematics, Statistics, or a closely related quantitative field Job Description Job Overvi",Texas,2025-05-21 00:00:00,Contract,,Apply Now,Pending,Yesterday
Sr. Data Engineer,Info Dinamica Inc,https://www.dice.com/job-detail/2a122cac-2401-4b15-a3e2-e8596e6bba7f,"Role: Sr. Data Engineer Only W2 Location: New York - 5 Day's Onsite IIT candidates and Tier-1 company profiles will be preferred. Experience: 10+ Years Python: 40% Spark: 40% AWS: 20% Job Description :- Proficiency in data engineering programming languages (preferably Python, alternatively Scala or Java) Proficiency in at least one cluster computing frameworks (preferably Spark, alternatively Flink or Storm) Proficiency in at least one cloud data Lakehouse platforms (preferably AWS data lake","New York, New York",2025-05-24 00:00:00,Contract,,Easy Apply,Pending,Yesterday
Senior AI/ML Engineer || Texas || LGL Technologies,LGL Technologies,https://www.dice.com/job-detail/e581b611-c478-4fad-a8bf-fd95231dde55,"Position: Senior AI/ML Engineer Location: Texas Experience Level: 8+ Years Work Authorization: Open to all Mode: W2 only About the Role: We are seeking a highly skilled Senior AI/ML Engineer to join our data science team in Texas. In this role, you'll take the lead in designing and implementing machine learning and generative AI models that directly impact our product roadmap and customer experience. You'll work closely with data engineers, product managers, and software developers to brin","Austin, Texas",2025-05-16,Contract,,Apply Now,Pending,Today
Machine Learning Enginer,Kforce Technology Staffing,https://www.dice.com/job-detail/9005eaa4-4b0d-40e3-ac0a-ef93fa24ed37,RESPONSIBILITIES: Kforce has a client that is seeking a fully remote Machine Learning Engineer to join their team. Overview: This team is strictly focused on building and scaling ML models using data to better understand how they can effectively attach trends and ultimately be proactive with sales. This person will be primarily working on machine learning enablement. The goal is to help them accelerate on their machine learning projects/applications. Machine Learning Engineer will be assisting,"Remote or Atlanta, Georgia",2025-05-16,Contract,$40 - $50 hourly,Apply Now,Pending,Today
Project Manager / Data Analyst,Kforce Technology Staffing,https://www.dice.com/job-detail/591021d4-f8df-437b-8bae-75c23c66e49f,"RESPONSIBILITIES: Kforce has a client that is seeking a Project Manager/Data Analyst in Stamford, CT. Summary: This individual will support the rollout of customer-impacting business experiences by gathering and analyzing data files, identifying trends and overlaps, and coordinating with downstream teams such as marketing, communications, and billing. The role is currently manual but will transition to a more automated process over time. The ideal candidate will have a proactive mindset, experi","Stamford, Connecticut",2025-05-20 00:00:00,Contract,$48 - $54 hourly,Apply Now,Pending,Today
Data Scientist,Thoughtwave Software and Solutions,https://www.dice.com/job-detail/222223a8-85b6-45b8-a7b4-be12ab648c4b,"Role: Data Scientist Location:Fully Remote candidate must be able to work during standard PST business hours Duration:12 Months Top 3 Hard Skills Required + Years of Experience 1. Minimum 8 years experience with python for data analysis 2. Minimum 6 years experience with Git, Github and Azure DevOps 3. Minimum 3 years experience with Power BI Candidate Requirements Years of Experience Required: 6-10 overall years of experience in the field. The sponsor is looking for either a Master's Degree",Illinois,2025-05-16,Contract,0.0,Apply Now,Pending,3d ago
Data Analyst,Kforce Technology Staffing,https://www.dice.com/job-detail/8bbc69b1-93c5-4904-b13e-e6285feb77ba,"RESPONSIBILITIES: Kforce has a client in Draper, UT that is seeking a Data Analyst. Summary: As a Senior Enterprise Data Analyst, you will play a critical role in transforming complex business requirements into scalable data solutions. This position requires a strategic thinker with hands-on expertise in analytics, data modeling, and engineering. You will lead efforts to enable data-driven decision-making by collaborating with stakeholders, designing data models, integrating multiple platforms,","Remote or Draper, Utah",2025-05-16,Contract,$59 - $69 hourly,Apply Now,Pending,Today
Data Analyst,Kforce Technology Staffing,https://www.dice.com/job-detail/acc5cb78-6585-41ec-9653-7f60cc7821f1,"RESPONSIBILITIES: Kforce has a client that is seeking a Data Analyst in Merrimack, NH. Summary: As Principal Data Analyst you will co-lead the design and development of data services in support of the Data Experience Squad. You will work iteratively across the data lifecycle, identifying and defining data needs, data model design and delivery of high value products. REQUIREMENTS: * We are looking for candidates with a Bachelor's degree and 7+ years of related experience in data analysis, or da","Merrimack, New Hampshire",2025-05-16,Contract,$43 - $53 hourly,Apply Now,Pending,Today
Machine Learning Intern,Panasonic,https://www.dice.com/job-detail/ae8fa702-8670-40f3-bd9e-a92d6fba14b3,"Overview Responsibilities Panasonic - Machine Learning Intern Every moment of every day, people all over the world turn to Panasonic to make their lives simpler, more enjoyable, more productive, and more secure. Since our founding almost a century ago, we have been committed to improving peoples' lives and making the world a better place-one customer, one business, one innovative leap at a time. Come join our journey. Click here to learn more about how Panasonic is creating a better life, a",No location provided,2025-05-16,Part-time,USD 19.00 - 30.00 per hour,Apply Now,Pending,Today
